OrderNumber,OrderDate,CUSTOMER_INDEX,Channel,Warehouse Code,Delivery Region Index,PRODUCT_INDEX,ORDER_QTY,UNIT_PRICE_USD,TOTAL_REVENUE_USD
SO - 0002037,15-12-2013,43,Wholesale,FLR025,64,2,5,1929.6,9648
SO - 0002038,16-12-2013,49,Distributor,FLR025,65,5,6,891.1,5346.6
SO - 0002039,16-12-2013,38,Wholesale,GUT930,37,12,12,3999.9,47998.8
SO - 0002040,16-12-2013,4,Distributor,AXW291,30,2,6,1809,10854
SO - 0002041,16-12-2013,17,Distributor,GUT930,40,6,11,3430.4,37734.4
SO - 0002042,16-12-2013,12,Distributor,GUT930,42,2,8,2519.2,20153.6
SO - 0002043,16-12-2013,2,Wholesale,AXW291,15,7,12,1011.7,12140.4
SO - 0002044,17-12-2013,5,Wholesale,NXH382,57,13,7,214.4,1500.8
SO - 0002045,17-12-2013,38,Wholesale,AXW291,25,9,8,2324.9,18599.2
SO - 0002046,17-12-2013,34,Distributor,GUT930,36,14,8,2552.7,20421.6
SO - 0002047,17-12-2013,46,Wholesale,AXW291,1,11,9,1775.5,15979.5
SO - 0002048,17-12-2013,7,Distributor,AXW291,10,1,12,3906.1,46873.2
SO - 0002049,17-12-2013,46,Wholesale,NXH382,54,13,10,2860.9,28609
SO - 0002050,18-12-2013,34,Distributor,AXW291,31,7,12,931.3,11175.6
SO - 0002051,18-12-2013,40,Wholesale,NXH382,53,7,5,1072,5360
SO - 0002052,18-12-2013,13,Export,GUT930,32,9,8,241.2,1929.6
SO - 0002053,18-12-2013,32,Wholesale,AXW291,6,13,10,3691.7,36917
SO - 0002054,19-12-2013,30,Wholesale,AXW291,16,5,6,857.6,5145.6
SO - 0002055,19-12-2013,4,Wholesale,AXW291,2,12,5,1185.9,5929.5
SO - 0002056,19-12-2013,25,Distributor,AXW291,18,7,9,5701.7,51315.3
SO - 0002057,19-12-2013,40,Distributor,AXW291,25,14,12,3919.5,47034
SO - 0002058,20-12-2013,30,Wholesale,GUT930,36,2,5,1051.9,5259.5
SO - 0002059,20-12-2013,45,Wholesale,NXH382,55,11,9,1018.4,9165.6
SO - 0002060,20-12-2013,41,Wholesale,AXW291,5,7,11,1212.7,13339.7
SO - 0002061,20-12-2013,35,Wholesale,GUT930,47,7,6,3075.3,18451.8
SO - 0002062,20-12-2013,29,Distributor,GUT930,46,9,7,5587.8,39114.6
SO - 0002063,21-12-2013,4,Distributor,AXW291,16,1,7,1125.6,7879.2
SO - 0002064,21-12-2013,6,Wholesale,GUT930,31,7,12,6083.6,73003.2
SO - 0002065,21-12-2013,31,Export,NXH382,52,11,11,964.8,10612.8
SO - 0002066,21-12-2013,27,Distributor,NXH382,56,1,11,187.6,2063.6
SO - 0002067,21-12-2013,12,Wholesale,NXH382,59,2,12,703.5,8442
SO - 0002068,22-12-2013,37,Wholesale,AXW291,30,2,10,3832.4,38324
SO - 0002069,22-12-2013,34,Export,AXW291,17,1,11,5661.5,62276.5
SO - 0002070,22-12-2013,50,Distributor,AXW291,23,9,9,207.7,1869.3
SO - 0002071,22-12-2013,20,Wholesale,NXH382,51,12,7,3892.7,27248.9
SO - 0002072,22-12-2013,1,Wholesale,NXH382,57,13,12,2519.2,30230.4
SO - 0002073,22-12-2013,41,Wholesale,AXW291,12,11,7,2921.2,20448.4
SO - 0002074,22-12-2013,39,Wholesale,AXW291,28,7,10,5594.5,55945
SO - 0002075,22-12-2013,27,Distributor,AXW291,21,10,5,991.6,4958
SO - 0002076,22-12-2013,13,Wholesale,AXW291,12,11,12,891.1,10693.2
SO - 0002077,23-12-2013,14,Distributor,GUT930,43,1,11,5427,59697
SO - 0002078,23-12-2013,5,Wholesale,AXW291,1,2,5,3999.9,19999.5
SO - 0002079,23-12-2013,34,Wholesale,NXH382,50,5,5,1065.3,5326.5
SO - 0002080,23-12-2013,41,Wholesale,GUT930,35,10,12,174.2,2090.4
SO - 0002081,24-12-2013,3,Wholesale,NXH382,57,1,10,3819,38190
SO - 0002082,24-12-2013,38,Wholesale,FLR025,61,2,6,1058.6,6351.6
SO - 0002083,24-12-2013,48,Wholesale,GUT930,45,11,11,3242.8,35670.8
SO - 0002084,24-12-2013,24,Distributor,FLR025,63,7,8,6445.4,51563.2
SO - 0002085,24-12-2013,40,Wholesale,AXW291,13,11,11,1085.4,11939.4
SO - 0002086,24-12-2013,33,Export,AXW291,18,2,7,3571.1,24997.7
SO - 0002087,24-12-2013,10,Wholesale,NXH382,57,7,8,2398.6,19188.8
SO - 0002088,25-12-2013,8,Wholesale,FLR025,64,5,6,1299.8,7798.8
SO - 0002089,25-12-2013,41,Distributor,NXH382,49,1,6,877.7,5266.2
SO - 0002090,25-12-2013,32,Wholesale,AXW291,5,9,8,1018.4,8147.2
SO - 0002091,25-12-2013,26,Export,AXW291,23,2,8,3584.5,28676
SO - 0002092,25-12-2013,39,Distributor,AXW291,16,1,10,991.6,9916
SO - 0002093,25-12-2013,24,Export,AXW291,3,2,9,6391.8,57526.2
SO - 0002094,26-12-2013,19,Wholesale,AXW291,7,11,8,871,6968
SO - 0002095,26-12-2013,18,Distributor,NXH382,50,5,6,1112.2,6673.2
SO - 0002096,26-12-2013,17,Export,GUT930,45,7,5,1835.8,9179
SO - 0002097,26-12-2013,39,Distributor,FLR025,61,9,6,201,1206
SO - 0002098,26-12-2013,38,Distributor,AXW291,9,1,8,5038.4,40307.2
SO - 0002099,26-12-2013,32,Export,FLR025,61,11,7,1098.8,7691.6
SO - 0002100,26-12-2013,21,Wholesale,GUT930,45,10,10,2271.3,22713
SO - 0002101,27-12-2013,5,Wholesale,NXH382,52,1,7,1313.2,9192.4
SO - 0002102,27-12-2013,19,Distributor,AXW291,17,7,6,971.5,5829
SO - 0002103,27-12-2013,11,Wholesale,GUT930,42,1,7,1829.1,12803.7
SO - 0002104,27-12-2013,35,Wholesale,GUT930,39,5,8,1735.3,13882.4
SO - 0002105,27-12-2013,21,Wholesale,AXW291,5,10,5,3932.9,19664.5
SO - 0002106,27-12-2013,11,Wholesale,GUT930,33,2,12,2653.2,31838.4
SO - 0002107,27-12-2013,31,Distributor,NXH382,53,5,12,1882.7,22592.4
SO - 0002108,28-12-2013,48,Wholesale,GUT930,39,7,8,3932.9,31463.2
SO - 0002109,28-12-2013,24,Wholesale,NXH382,59,11,9,3912.8,35215.2
SO - 0002110,28-12-2013,38,Wholesale,NXH382,54,7,11,978.2,10760.2
SO - 0002111,28-12-2013,48,Wholesale,GUT930,46,6,7,1842.5,12897.5
SO - 0002112,29-12-2013,7,Wholesale,GUT930,39,11,10,254.6,2546
SO - 0002113,29-12-2013,25,Wholesale,AXW291,4,3,8,1065.3,8522.4
SO - 0002114,29-12-2013,12,Distributor,AXW291,8,2,9,3510.8,31597.2
SO - 0002115,29-12-2013,9,Wholesale,GUT930,41,4,6,5701.7,34210.2
SO - 0002116,29-12-2013,39,Wholesale,GUT930,36,2,11,3390.2,37292.2
SO - 0002117,29-12-2013,46,Distributor,AXW291,16,2,6,2298.1,13788.6
SO - 0002118,29-12-2013,6,Wholesale,NXH382,49,1,10,3959.7,39597
SO - 0002119,29-12-2013,22,Wholesale,GUT930,44,11,5,2318.2,11591
SO - 0002120,29-12-2013,33,Wholesale,FLR025,66,11,5,201,1005
SO - 0002121,29-12-2013,26,Wholesale,AXW291,26,2,10,2827.4,28274
SO - 0002122,29-12-2013,42,Wholesale,AXW291,2,1,6,884.4,5306.4
SO - 0002123,29-12-2013,45,Wholesale,NXH382,54,11,5,3966.4,19832
SO - 0002124,29-12-2013,32,Wholesale,NXH382,52,2,10,3899.4,38994
SO - 0002125,30-12-2013,38,Wholesale,GUT930,36,1,8,770.5,6164
SO - 0002126,30-12-2013,46,Distributor,AXW291,17,14,7,1038.5,7269.5
SO - 0002127,31-12-2013,31,Export,AXW291,19,2,6,837.5,5025
SO - 0002128,31-12-2013,43,Export,AXW291,7,7,8,6545.9,52367.2
SO - 0002129,31-12-2013,14,Wholesale,GUT930,45,2,10,254.6,2546
SO - 0002130,31-12-2013,7,Export,NXH382,53,3,6,174.2,1045.2
SO - 0002131,31-12-2013,39,Distributor,AXW291,4,2,11,1025.1,11276.1
SO - 0002132,01-01-2014,3,Wholesale,NXH382,50,3,7,1775.5,12428.5
SO - 0002133,01-01-2014,41,Distributor,FLR025,63,11,10,3390.2,33902
SO - 0002134,01-01-2014,7,Wholesale,AXW291,31,7,7,234.5,1641.5
SO - 0002135,01-01-2014,6,Wholesale,NXH382,53,2,7,2385.2,16696.4
SO - 0002136,02-01-2014,18,Export,GUT930,44,2,12,1038.5,12462
SO - 0002137,02-01-2014,14,Distributor,AXW291,13,11,12,2492.4,29908.8
SO - 0002138,02-01-2014,3,Distributor,AXW291,10,1,6,1045.2,6271.2
SO - 0002139,03-01-2014,34,Export,NXH382,54,11,10,6177.4,61774
SO - 0002140,03-01-2014,47,Wholesale,GUT930,42,13,12,2639.8,31677.6
SO - 0002141,03-01-2014,50,Wholesale,GUT930,34,12,12,2532.6,30391.2
SO - 0002142,03-01-2014,35,Wholesale,NXH382,51,5,11,1165.8,12823.8
SO - 0002143,03-01-2014,35,Distributor,GUT930,31,13,12,3959.7,47516.4
SO - 0002144,03-01-2014,20,Distributor,AXW291,25,5,11,1125.6,12381.6
SO - 0002145,03-01-2014,19,Wholesale,AXW291,23,7,9,2331.6,20984.4
SO - 0002146,03-01-2014,33,Wholesale,AXW291,22,7,11,1896.1,20857.1
SO - 0002147,03-01-2014,43,Wholesale,NXH382,51,7,7,3953,27671
SO - 0002148,04-01-2014,49,Distributor,NXH382,50,2,7,857.6,6003.2
SO - 0002149,04-01-2014,33,Wholesale,GUT930,42,11,6,5641.4,33848.4
SO - 0002150,04-01-2014,48,Wholesale,AXW291,27,1,10,2217.7,22177
SO - 0002151,04-01-2014,37,Wholesale,AXW291,7,5,9,1855.9,16703.1
SO - 0002152,05-01-2014,15,Wholesale,AXW291,24,2,10,1976.5,19765
SO - 0002153,05-01-2014,5,Wholesale,AXW291,14,11,6,1065.3,6391.8
SO - 0002154,06-01-2014,36,Distributor,GUT930,46,7,6,3872.6,23235.6
SO - 0002155,06-01-2014,24,Distributor,AXW291,27,1,9,3886,34974
SO - 0002156,06-01-2014,10,Wholesale,AXW291,14,11,7,268,1876
SO - 0002157,06-01-2014,9,Wholesale,GUT930,41,5,5,214.4,1072
SO - 0002158,07-01-2014,12,Wholesale,FLR025,63,7,5,676.7,3383.5
SO - 0002159,07-01-2014,39,Distributor,GUT930,32,7,11,1005,11055
SO - 0002160,08-01-2014,47,Distributor,NXH382,50,1,5,1065.3,5326.5
SO - 0002161,08-01-2014,15,Wholesale,FLR025,64,3,12,167.5,2010
SO - 0002162,08-01-2014,11,Wholesale,AXW291,9,9,9,1179.2,10612.8
SO - 0002163,08-01-2014,5,Wholesale,GUT930,33,10,8,5808.9,46471.2
SO - 0002164,08-01-2014,25,Wholesale,AXW291,16,13,11,3772.1,41493.1
SO - 0002165,09-01-2014,25,Wholesale,AXW291,12,9,7,3484,24388
SO - 0002166,09-01-2014,16,Export,NXH382,52,5,11,1051.9,11570.9
SO - 0002167,09-01-2014,1,Wholesale,FLR025,61,7,12,207.7,2492.4
SO - 0002168,09-01-2014,14,Wholesale,AXW291,7,1,11,1708.5,18793.5
SO - 0002169,09-01-2014,30,Distributor,AXW291,29,6,11,1118.9,12307.9
SO - 0002170,09-01-2014,44,Wholesale,GUT930,44,13,11,1896.1,20857.1
SO - 0002171,09-01-2014,6,Wholesale,GUT930,35,2,6,2271.3,13627.8
SO - 0002172,09-01-2014,1,Export,NXH382,55,1,5,5681.6,28408
SO - 0002173,09-01-2014,25,Distributor,NXH382,60,11,6,1065.3,6391.8
SO - 0002174,10-01-2014,46,Distributor,GUT930,42,13,7,2579.5,18056.5
SO - 0002175,10-01-2014,38,Wholesale,NXH382,50,13,7,3879.3,27155.1
SO - 0002176,10-01-2014,44,Distributor,FLR025,60,9,9,2485.7,22371.3
SO - 0002177,10-01-2014,42,Distributor,GUT930,41,1,5,931.3,4656.5
SO - 0002178,10-01-2014,27,Wholesale,NXH382,56,11,8,1112.2,8897.6
SO - 0002179,10-01-2014,20,Export,AXW291,18,2,5,1058.6,5293
SO - 0002180,10-01-2014,42,Export,AXW291,10,1,5,1018.4,5092
SO - 0002181,10-01-2014,33,Wholesale,NXH382,52,2,5,1882.7,9413.5
SO - 0002182,10-01-2014,12,Distributor,AXW291,4,1,6,1025.1,6150.6
SO - 0002183,10-01-2014,49,Wholesale,NXH382,55,6,8,5882.6,47060.8
SO - 0002184,11-01-2014,17,Export,AXW291,9,2,9,1125.6,10130.4
SO - 0002185,11-01-2014,34,Wholesale,AXW291,8,5,9,1165.8,10492.2
SO - 0002186,11-01-2014,41,Wholesale,AXW291,23,13,12,5353.3,64239.6
SO - 0002187,11-01-2014,32,Distributor,AXW291,19,1,11,3979.8,43777.8
SO - 0002188,11-01-2014,13,Wholesale,AXW291,4,9,11,194.3,2137.3
SO - 0002189,11-01-2014,21,Distributor,GUT930,45,1,11,3852.5,42377.5
SO - 0002190,11-01-2014,19,Export,FLR025,62,2,12,6083.6,73003.2
SO - 0002191,11-01-2014,37,Wholesale,FLR025,66,9,8,6190.8,49526.4
SO - 0002192,12-01-2014,44,Wholesale,GUT930,46,10,10,3852.5,38525
SO - 0002193,12-01-2014,50,Distributor,GUT930,46,7,12,1735.3,20823.6
SO - 0002194,12-01-2014,27,Wholesale,AXW291,26,11,7,2680,18760
SO - 0002195,12-01-2014,48,Wholesale,AXW291,24,1,7,1675,11725
SO - 0002196,12-01-2014,23,Wholesale,GUT930,44,1,10,1681.7,16817
SO - 0002197,12-01-2014,38,Wholesale,NXH382,57,2,9,3892.7,35034.3
SO - 0002198,12-01-2014,48,Export,FLR025,64,2,6,3979.8,23878.8
SO - 0002199,12-01-2014,41,Export,GUT930,43,2,10,1152.4,11524
SO - 0002200,12-01-2014,38,Distributor,FLR025,63,4,9,3819,34371
SO - 0002201,12-01-2014,24,Export,NXH382,49,3,8,2385.2,19081.6
SO - 0002202,13-01-2014,8,Wholesale,AXW291,20,2,9,3879.3,34913.7
SO - 0002203,13-01-2014,18,Wholesale,AXW291,6,2,9,3819,34371
SO - 0002204,13-01-2014,49,Wholesale,NXH382,47,11,12,207.7,2492.4
SO - 0002205,13-01-2014,33,Wholesale,GUT930,32,5,10,1105.5,11055
SO - 0002206,13-01-2014,25,Wholesale,AXW291,14,11,8,174.2,1393.6
SO - 0002207,13-01-2014,5,Wholesale,AXW291,12,9,6,1018.4,6110.4
SO - 0002208,14-01-2014,43,Wholesale,AXW291,16,11,8,2525.9,20207.2
SO - 0002209,14-01-2014,3,Export,NXH382,52,11,8,3859.2,30873.6
SO - 0002210,14-01-2014,20,Distributor,FLR025,62,1,8,2378.5,19028
SO - 0002211,14-01-2014,11,Wholesale,AXW291,20,7,9,2010,18090
SO - 0002212,14-01-2014,6,Distributor,AXW291,15,5,10,3865.9,38659
SO - 0002213,15-01-2014,30,Wholesale,AXW291,6,1,5,1701.8,8509
SO - 0002214,15-01-2014,49,Wholesale,GUT930,32,7,9,1889.4,17004.6
SO - 0002215,15-01-2014,3,Export,GUT930,32,14,6,221.1,1326.6
SO - 0002216,15-01-2014,4,Distributor,AXW291,21,2,11,984.9,10833.9
SO - 0002217,15-01-2014,21,Wholesale,AXW291,2,14,9,1098.8,9889.2
SO - 0002218,15-01-2014,34,Wholesale,AXW291,19,11,6,931.3,5587.8
SO - 0002219,15-01-2014,41,Export,GUT930,39,13,5,5641.4,28207
SO - 0002220,16-01-2014,28,Wholesale,NXH382,57,2,11,1065.3,11718.3
SO - 0002221,16-01-2014,7,Distributor,AXW291,8,9,11,1058.6,11644.6
SO - 0002222,16-01-2014,19,Wholesale,AXW291,2,1,12,1842.5,22110
SO - 0002223,16-01-2014,21,Distributor,GUT930,33,2,11,2840.8,31248.8
SO - 0002224,17-01-2014,48,Export,FLR025,61,1,9,3886,34974
SO - 0002225,17-01-2014,26,Wholesale,NXH382,51,2,7,1869.3,13085.1
SO - 0002226,17-01-2014,30,Export,NXH382,58,7,5,1072,5360
SO - 0002227,18-01-2014,41,Distributor,NXH382,55,2,8,1319.9,10559.2
SO - 0002228,18-01-2014,39,Export,GUT930,35,2,6,3832.4,22994.4
SO - 0002229,18-01-2014,14,Wholesale,AXW291,26,5,8,2653.2,21225.6
SO - 0002230,19-01-2014,4,Wholesale,NXH382,55,2,7,1715.2,12006.4
SO - 0002231,19-01-2014,22,Wholesale,GUT930,44,8,5,3437.1,17185.5
SO - 0002232,19-01-2014,4,Wholesale,AXW291,16,5,9,3852.5,34672.5
SO - 0002233,19-01-2014,6,Wholesale,FLR025,64,8,8,1989.9,15919.2
SO - 0002234,20-01-2014,23,Distributor,AXW291,23,11,6,1118.9,6713.4
SO - 0002235,20-01-2014,40,Distributor,GUT930,44,11,11,1092.1,12013.1
SO - 0002236,20-01-2014,29,Export,NXH382,54,1,8,2405.3,19242.4
SO - 0002237,20-01-2014,4,Wholesale,GUT930,43,14,10,1038.5,10385
SO - 0002238,20-01-2014,21,Wholesale,AXW291,17,6,7,1031.8,7222.6
SO - 0002239,20-01-2014,29,Distributor,AXW291,28,12,12,2532.6,30391.2
SO - 0002240,20-01-2014,31,Distributor,AXW291,25,13,10,2552.7,25527
SO - 0002241,21-01-2014,9,Export,NXH382,49,1,10,1802.3,18023
SO - 0002242,21-01-2014,40,Distributor,NXH382,58,9,6,1085.4,6512.4
SO - 0002243,21-01-2014,35,Distributor,FLR025,66,13,11,3363.4,36997.4
SO - 0002244,21-01-2014,32,Wholesale,GUT930,35,7,8,5701.7,45613.6
SO - 0002245,21-01-2014,6,Wholesale,FLR025,64,1,9,174.2,1567.8
SO - 0002246,22-01-2014,11,Distributor,AXW291,31,2,11,1065.3,11718.3
SO - 0002247,22-01-2014,46,Export,NXH382,50,8,8,1105.5,8844
SO - 0002248,22-01-2014,40,Wholesale,FLR025,63,7,6,167.5,1005
SO - 0002249,22-01-2014,24,Distributor,NXH382,54,2,11,3752,41272
SO - 0002250,22-01-2014,41,Wholesale,NXH382,51,9,8,703.5,5628
SO - 0002251,22-01-2014,19,Distributor,GUT930,32,2,5,1795.6,8978
SO - 0002252,23-01-2014,45,Wholesale,AXW291,10,13,8,3899.4,31195.2
SO - 0002253,23-01-2014,48,Export,AXW291,24,6,9,991.6,8924.4
SO - 0002254,23-01-2014,13,Wholesale,FLR025,65,13,6,2539.3,15235.8
SO - 0002255,23-01-2014,34,Export,GUT930,43,2,8,1051.9,8415.2
SO - 0002256,24-01-2014,24,Wholesale,GUT930,32,4,6,911.2,5467.2
SO - 0002257,24-01-2014,2,Wholesale,AXW291,6,11,12,3912.8,46953.6
SO - 0002258,24-01-2014,48,Wholesale,NXH382,57,8,8,998.3,7986.4
SO - 0002259,24-01-2014,2,Wholesale,AXW291,3,11,12,1031.8,12381.6
SO - 0002260,24-01-2014,10,Distributor,AXW291,27,13,5,2753.7,13768.5
SO - 0002261,24-01-2014,36,Wholesale,AXW291,14,11,9,234.5,2110.5
SO - 0002262,24-01-2014,35,Wholesale,AXW291,8,7,8,1132.3,9058.4
SO - 0002263,25-01-2014,37,Wholesale,GUT930,40,2,10,978.2,9782
SO - 0002264,25-01-2014,26,Wholesale,FLR025,65,7,7,2619.7,18337.9
SO - 0002265,25-01-2014,33,Wholesale,AXW291,4,7,11,1078.7,11865.7
SO - 0002266,25-01-2014,16,Wholesale,AXW291,6,7,6,1829.1,10974.6
SO - 0002267,26-01-2014,42,Wholesale,AXW291,27,2,12,1038.5,12462
SO - 0002268,26-01-2014,31,Wholesale,GUT930,45,1,8,3946.3,31570.4
SO - 0002269,26-01-2014,24,Wholesale,NXH382,53,9,8,5299.7,42397.6
SO - 0002270,26-01-2014,37,Wholesale,GUT930,37,1,6,2365.1,14190.6
SO - 0002271,27-01-2014,6,Export,AXW291,9,2,6,268,1608
SO - 0002272,27-01-2014,22,Distributor,AXW291,25,9,12,1139,13668
SO - 0002273,27-01-2014,19,Wholesale,AXW291,27,7,9,1139,10251
SO - 0002274,27-01-2014,13,Export,FLR025,64,1,7,247.9,1735.3
SO - 0002275,27-01-2014,14,Distributor,GUT930,35,3,12,3926.2,47114.4
SO - 0002276,27-01-2014,8,Export,GUT930,40,7,12,938,11256
SO - 0002277,28-01-2014,44,Distributor,NXH382,54,3,10,3718.5,37185
SO - 0002278,28-01-2014,50,Wholesale,NXH382,51,7,6,2472.3,14833.8
SO - 0002279,28-01-2014,21,Wholesale,AXW291,18,7,9,5601.2,50410.8
SO - 0002280,28-01-2014,39,Wholesale,AXW291,5,1,11,3959.7,43556.7
SO - 0002281,28-01-2014,1,Distributor,AXW291,28,7,7,1802.3,12616.1
SO - 0002282,28-01-2014,39,Wholesale,AXW291,6,2,9,2418.7,21768.3
SO - 0002283,28-01-2014,37,Wholesale,AXW291,8,2,6,1299.8,7798.8
SO - 0002284,28-01-2014,4,Wholesale,AXW291,31,1,8,1118.9,8951.2
SO - 0002285,29-01-2014,29,Distributor,NXH382,53,2,6,3932.9,23597.4
SO - 0002286,29-01-2014,2,Wholesale,GUT930,38,11,5,221.1,1105.5
SO - 0002287,30-01-2014,24,Distributor,AXW291,6,11,10,187.6,1876
SO - 0002288,30-01-2014,34,Export,AXW291,28,7,11,2244.5,24689.5
SO - 0002289,30-01-2014,35,Wholesale,GUT930,38,5,8,2432.1,19456.8
SO - 0002290,30-01-2014,7,Distributor,GUT930,41,7,6,6298,37788
SO - 0002291,30-01-2014,3,Wholesale,AXW291,12,2,10,2271.3,22713
SO - 0002292,30-01-2014,25,Distributor,NXH382,53,13,6,3979.8,23878.8
SO - 0002293,30-01-2014,36,Wholesale,GUT930,46,9,12,241.2,2894.4
SO - 0002294,30-01-2014,44,Distributor,GUT930,42,9,11,1098.8,12086.8
SO - 0002295,31-01-2014,34,Wholesale,AXW291,8,1,5,2331.6,11658
SO - 0002296,31-01-2014,18,Distributor,AXW291,15,13,5,2934.6,14673
SO - 0002297,31-01-2014,12,Wholesale,FLR025,60,2,5,1788.9,8944.5
SO - 0002298,31-01-2014,13,Wholesale,NXH382,53,9,7,3075.3,21527.1
SO - 0002299,31-01-2014,45,Wholesale,GUT930,32,7,5,2257.9,11289.5
SO - 0002300,31-01-2014,44,Distributor,NXH382,54,5,11,971.5,10686.5
SO - 0002301,01-02-2014,24,Distributor,AXW291,25,8,6,3705.1,22230.6
SO - 0002302,01-02-2014,25,Export,NXH382,60,5,5,241.2,1206
SO - 0002303,01-02-2014,31,Wholesale,FLR025,64,7,8,3953,31624
SO - 0002304,02-02-2014,30,Distributor,AXW291,17,7,7,844.2,5909.4
SO - 0002305,02-02-2014,39,Distributor,GUT930,45,2,11,2633.1,28964.1
SO - 0002306,02-02-2014,15,Export,AXW291,31,4,10,1701.8,17018
SO - 0002307,02-02-2014,17,Export,AXW291,3,5,11,167.5,1842.5
SO - 0002308,02-02-2014,23,Distributor,FLR025,63,5,6,2378.5,14271
SO - 0002309,02-02-2014,27,Wholesale,AXW291,3,2,12,1078.7,12944.4
SO - 0002310,02-02-2014,17,Wholesale,AXW291,13,2,11,2452.2,26974.2
SO - 0002311,02-02-2014,25,Wholesale,NXH382,47,7,7,1922.9,13460.3
SO - 0002312,02-02-2014,15,Wholesale,GUT930,46,7,7,6224.3,43570.1
SO - 0002313,03-02-2014,10,Wholesale,NXH382,49,11,11,1876,20636
SO - 0002314,03-02-2014,4,Wholesale,GUT930,35,8,5,6304.7,31523.5
SO - 0002315,03-02-2014,17,Wholesale,GUT930,43,7,5,964.8,4824
SO - 0002316,03-02-2014,43,Wholesale,AXW291,21,2,11,3611.3,39724.3
SO - 0002317,03-02-2014,31,Wholesale,NXH382,55,7,5,1005,5025
SO - 0002318,04-02-2014,38,Wholesale,GUT930,41,7,9,2793.9,25145.1
SO - 0002319,04-02-2014,34,Wholesale,GUT930,31,13,6,850.9,5105.4
SO - 0002320,04-02-2014,44,Distributor,NXH382,49,2,5,2278,11390
SO - 0002321,04-02-2014,33,Export,AXW291,7,1,11,1092.1,12013.1
SO - 0002322,04-02-2014,33,Wholesale,AXW291,29,7,11,6505.7,71562.7
SO - 0002323,05-02-2014,13,Distributor,AXW291,24,14,10,1125.6,11256
SO - 0002324,05-02-2014,25,Export,AXW291,17,7,9,1165.8,10492.2
SO - 0002325,06-02-2014,47,Wholesale,AXW291,18,5,12,978.2,11738.4
SO - 0002326,06-02-2014,31,Wholesale,AXW291,10,7,9,3035.1,27315.9
SO - 0002327,06-02-2014,7,Export,NXH382,58,7,10,214.4,2144
SO - 0002328,06-02-2014,44,Wholesale,FLR025,66,7,6,1125.6,6753.6
SO - 0002329,06-02-2014,3,Distributor,AXW291,28,6,7,5567.7,38973.9
SO - 0002330,06-02-2014,40,Wholesale,NXH382,51,7,5,167.5,837.5
SO - 0002331,06-02-2014,18,Wholesale,AXW291,2,6,6,1822.4,10934.4
SO - 0002332,06-02-2014,6,Wholesale,NXH382,51,1,8,5983.1,47864.8
SO - 0002333,06-02-2014,37,Distributor,NXH382,49,13,7,1802.3,12616.1
SO - 0002334,06-02-2014,36,Wholesale,AXW291,5,12,7,3939.6,27577.2
SO - 0002335,07-02-2014,50,Wholesale,GUT930,38,7,5,676.7,3383.5
SO - 0002336,07-02-2014,20,Distributor,AXW291,2,7,9,3457.2,31114.8
SO - 0002337,07-02-2014,29,Distributor,AXW291,31,7,6,5681.6,34089.6
SO - 0002338,07-02-2014,23,Wholesale,GUT930,45,2,11,254.6,2800.6
SO - 0002339,08-02-2014,14,Wholesale,GUT930,46,10,10,3879.3,38793
SO - 0002340,08-02-2014,16,Export,AXW291,9,2,5,3289.7,16448.5
SO - 0002341,08-02-2014,38,Distributor,AXW291,4,9,8,227.8,1822.4
SO - 0002342,08-02-2014,13,Distributor,GUT930,33,7,11,3685,40535
SO - 0002343,08-02-2014,3,Wholesale,NXH382,47,9,12,3832.4,45988.8
SO - 0002344,08-02-2014,31,Distributor,NXH382,58,11,12,221.1,2653.2
SO - 0002345,09-02-2014,9,Wholesale,GUT930,45,1,12,1922.9,23074.8
SO - 0002346,09-02-2014,13,Distributor,AXW291,24,1,10,984.9,9849
SO - 0002347,09-02-2014,27,Distributor,AXW291,16,1,5,1159.1,5795.5
SO - 0002348,10-02-2014,1,Distributor,AXW291,17,7,9,261.3,2351.7
SO - 0002349,10-02-2014,38,Distributor,NXH382,59,2,7,1688.4,11818.8
SO - 0002350,10-02-2014,23,Distributor,NXH382,58,11,12,884.4,10612.8
SO - 0002351,10-02-2014,11,Wholesale,AXW291,31,11,8,797.3,6378.4
SO - 0002352,10-02-2014,17,Distributor,GUT930,33,5,5,1139,5695
SO - 0002353,10-02-2014,3,Distributor,GUT930,41,11,10,1822.4,18224
SO - 0002354,10-02-2014,4,Distributor,GUT930,40,5,6,2278,13668
SO - 0002355,10-02-2014,3,Distributor,NXH382,52,5,6,167.5,1005
SO - 0002356,10-02-2014,47,Wholesale,AXW291,19,2,12,683.4,8200.8
SO - 0002357,10-02-2014,3,Distributor,AXW291,22,13,12,1011.7,12140.4
SO - 0002358,10-02-2014,49,Wholesale,AXW291,30,2,10,2479,24790
SO - 0002359,11-02-2014,1,Export,GUT930,36,1,5,2726.9,13634.5
SO - 0002360,11-02-2014,17,Wholesale,AXW291,22,12,7,1118.9,7832.3
SO - 0002361,11-02-2014,11,Wholesale,GUT930,33,2,5,1279.7,6398.5
SO - 0002362,11-02-2014,25,Wholesale,AXW291,19,10,8,3919.5,31356
SO - 0002363,11-02-2014,33,Wholesale,AXW291,13,1,6,1855.9,11135.4
SO - 0002364,11-02-2014,7,Export,AXW291,5,9,7,1849.2,12944.4
SO - 0002365,11-02-2014,46,Distributor,AXW291,22,13,5,5272.9,26364.5
