Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Total Profit
Foot Locker,1185732,28-07-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40,200,80000,28000,0.4,Outlet,32000
Foot Locker,1185732,29-07-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,40,150,60000,24000,0.4,Outlet,24000
Foot Locker,1185732,30-07-2021,Midwest,Nebraska,Omaha,Men's Apparel,50,150,75000,26250,0.4,Outlet,30000
Foot Locker,1185732,31-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,55,250,137500,68750,0.5,Outlet,68750
Sports Direct,1197831,01-08-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,20,675,135000,54000,0.4,Outlet,54000
Sports Direct,1197831,02-08-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30,675,202500,81000,0.4,Outlet,81000
Sports Direct,1197831,03-08-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,475,142500,57000,0.4,Outlet,57000
Sports Direct,1197831,04-08-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,475,166250,83125,0.5,Outlet,83125
Sports Direct,1197831,05-08-2021,South,Alabama,Birmingham,Men's Apparel,40,325,130000,45500,0.4,Outlet,52000
Sports Direct,1197831,06-08-2021,South,Alabama,Birmingham,Women's Apparel,35,475,166250,91438,0.6,Outlet,99750
Sports Direct,1197831,07-08-2021,South,Alabama,Birmingham,Men's Street Footwear,25,625,156250,62500,0.4,Outlet,62500
Sports Direct,1197831,08-08-2021,South,Alabama,Birmingham,Men's Athletic Footwear,35,600,210000,84000,0.4,Outlet,84000
Sports Direct,1197831,09-08-2021,South,Alabama,Birmingham,Women's Street Footwear,35,425,148750,59500,0.4,Outlet,59500
Sports Direct,1197831,10-08-2021,South,Alabama,Birmingham,Women's Athletic Footwear,35,375,131250,65625,0.5,Outlet,65625
Sports Direct,1197831,11-08-2021,South,Alabama,Birmingham,Men's Apparel,40,250,100000,35000,0.4,Outlet,40000
Sports Direct,1197831,12-08-2021,South,Alabama,Birmingham,Women's Apparel,35,450,157500,86625,0.6,Outlet,94500
Sports Direct,1197831,13-08-2021,South,Alabama,Birmingham,Men's Street Footwear,30,625,187500,84375,0.5,Outlet,93750
Sports Direct,1197831,14-08-2021,South,Alabama,Birmingham,Men's Athletic Footwear,40,625,250000,112500,0.5,Outlet,125000
Sports Direct,1197831,15-08-2021,South,Alabama,Birmingham,Women's Street Footwear,30,450,135000,60750,0.5,Outlet,67500
Sports Direct,1197831,16-08-2021,South,Alabama,Birmingham,Women's Athletic Footwear,35,350,122500,67375,0.6,Outlet,73500
Sports Direct,1197831,17-08-2021,South,Alabama,Birmingham,Men's Apparel,40,250,100000,40000,0.4,Outlet,40000
Sports Direct,1197831,18-08-2021,South,Alabama,Birmingham,Women's Apparel,35,400,140000,84000,0.6,Outlet,84000
Sports Direct,1197831,19-08-2021,South,Alabama,Birmingham,Men's Street Footwear,20,650,130000,58500,0.5,Outlet,65000
Sports Direct,1197831,20-08-2021,South,Alabama,Birmingham,Men's Athletic Footwear,20,650,130000,58500,0.5,Outlet,65000
Sports Direct,1197831,21-08-2021,South,Alabama,Birmingham,Women's Street Footwear,15,475,71250,32063,0.5,Outlet,35625
Sports Direct,1197831,22-08-2021,South,Alabama,Birmingham,Women's Athletic Footwear,20,375,75000,41250,0.6,Outlet,45000
Sports Direct,1197831,23-08-2021,South,Alabama,Birmingham,Men's Apparel,25,275,68750,27500,0.4,Outlet,27500
Sports Direct,1197831,24-08-2021,South,Alabama,Birmingham,Women's Apparel,20,550,110000,66000,0.6,Outlet,66000
Sports Direct,1197831,25-08-2021,South,Alabama,Birmingham,Men's Street Footwear,10,700,70000,31500,0.5,Outlet,35000
Sports Direct,1197831,26-08-2021,South,Alabama,Birmingham,Men's Athletic Footwear,20,725,145000,65250,0.5,Outlet,72500
Sports Direct,1197831,27-08-2021,South,Alabama,Birmingham,Women's Street Footwear,15,575,86250,38813,0.5,Outlet,43125
Sports Direct,1197831,28-08-2021,South,Alabama,Birmingham,Women's Athletic Footwear,35,500,175000,96250,0.6,Outlet,105000
Sports Direct,1197831,29-08-2021,South,Alabama,Birmingham,Men's Apparel,50,400,200000,80000,0.4,Outlet,80000
Sports Direct,1197831,30-08-2021,South,Alabama,Birmingham,Women's Apparel,45,750,337500,202500,0.6,Outlet,202500
Sports Direct,1197831,31-08-2021,South,Alabama,Birmingham,Men's Street Footwear,45,750,337500,151875,0.5,Outlet,168750
Sports Direct,1197831,01-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,50,750,375000,168750,0.5,Outlet,187500
Sports Direct,1197831,02-09-2021,South,Alabama,Birmingham,Women's Street Footwear,45,650,292500,131625,0.5,Outlet,146250
Sports Direct,1197831,03-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,45,600,270000,148500,0.6,Outlet,162000
Sports Direct,1197831,04-09-2021,South,Alabama,Birmingham,Men's Apparel,50,500,250000,100000,0.4,Outlet,100000
Sports Direct,1197831,05-09-2021,South,Alabama,Birmingham,Women's Apparel,55,875,481250,288750,0.6,Outlet,288750
Sports Direct,1197831,06-09-2021,South,Alabama,Birmingham,Men's Street Footwear,45,825,371250,185625,0.5,Outlet,185625
Sports Direct,1197831,07-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,50,825,412500,206250,0.5,Outlet,206250
Sports Direct,1197831,08-09-2021,South,Alabama,Birmingham,Women's Street Footwear,45,975,438750,219375,0.5,Outlet,219375
Sports Direct,1197831,09-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,45,575,258750,155250,0.6,Outlet,155250
Sports Direct,1197831,10-09-2021,South,Alabama,Birmingham,Men's Apparel,50,525,262500,118125,0.5,Outlet,131250
Sports Direct,1197831,11-09-2021,South,Alabama,Birmingham,Women's Apparel,60,800,480000,312000,0.7,Outlet,336000
Sports Direct,1197831,12-09-2021,South,Alabama,Birmingham,Men's Street Footwear,40,750,300000,150000,0.5,Outlet,150000
Sports Direct,1197831,13-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,55,750,412500,206250,0.5,Outlet,206250
Sports Direct,1197831,14-09-2021,South,Alabama,Birmingham,Women's Street Footwear,55,925,508750,254375,0.5,Outlet,254375
Sports Direct,1197831,15-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,50,425,212500,127500,0.6,Outlet,127500
Sports Direct,1197831,16-09-2021,South,Alabama,Birmingham,Men's Apparel,55,425,233750,105188,0.5,Outlet,116875
Sports Direct,1197831,17-09-2021,South,Alabama,Birmingham,Women's Apparel,60,675,405000,263250,0.7,Outlet,283500
Sports Direct,1197831,18-09-2021,South,Alabama,Birmingham,Men's Street Footwear,55,625,343750,171875,0.5,Outlet,171875
Sports Direct,1197831,19-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,55,575,316250,158125,0.5,Outlet,158125
Sports Direct,1197831,20-09-2021,South,Alabama,Birmingham,Women's Street Footwear,60,625,375000,187500,0.5,Outlet,187500
Sports Direct,1197831,21-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,60,350,210000,126000,0.6,Outlet,126000
Sports Direct,1197831,22-09-2021,South,Alabama,Birmingham,Men's Apparel,45,350,157500,70875,0.5,Outlet,78750
Sports Direct,1197831,23-09-2021,South,Alabama,Birmingham,Women's Apparel,40,575,230000,149500,0.7,Outlet,161000
Sports Direct,1197831,24-09-2021,South,Alabama,Birmingham,Men's Street Footwear,30,525,157500,78750,0.5,Outlet,78750
Sports Direct,1197831,25-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,30,525,157500,78750,0.5,Outlet,78750
Sports Direct,1197831,26-09-2021,South,Alabama,Birmingham,Women's Street Footwear,35,475,166250,83125,0.5,Outlet,83125
Sports Direct,1197831,27-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,35,325,113750,68250,0.6,Outlet,68250
Sports Direct,1197831,28-09-2021,South,Alabama,Birmingham,Men's Apparel,30,300,90000,40500,0.5,Outlet,45000
Sports Direct,1197831,29-09-2021,South,Alabama,Birmingham,Women's Apparel,40,475,190000,123500,0.7,Outlet,133000
Sports Direct,1197831,30-09-2021,South,Alabama,Birmingham,Men's Street Footwear,20,625,125000,62500,0.5,Outlet,62500
Sports Direct,1197831,01-10-2021,South,Alabama,Birmingham,Men's Athletic Footwear,20,625,125000,62500,0.5,Outlet,62500
Sports Direct,1197831,02-10-2021,South,Alabama,Birmingham,Women's Street Footwear,45,575,258750,129375,0.5,Outlet,129375
Sports Direct,1197831,03-10-2021,South,Alabama,Birmingham,Women's Athletic Footwear,45,450,202500,121500,0.6,Outlet,121500
Sports Direct,1197831,04-10-2021,South,Alabama,Birmingham,Men's Apparel,50,425,212500,95625,0.5,Outlet,106250
Sports Direct,1197831,05-10-2021,South,Alabama,Birmingham,Women's Apparel,60,625,375000,243750,0.7,Outlet,262500
Sports Direct,1197831,06-10-2021,South,Alabama,Birmingham,Men's Street Footwear,60,775,465000,232500,0.5,Outlet,232500
Sports Direct,1197831,07-10-2021,South,Alabama,Birmingham,Men's Athletic Footwear,60,775,465000,232500,0.5,Outlet,232500
Sports Direct,1197831,08-10-2021,South,Alabama,Birmingham,Women's Street Footwear,65,700,455000,227500,0.5,Outlet,227500
Sports Direct,1197831,09-10-2021,South,Alabama,Birmingham,Women's Athletic Footwear,65,550,357500,214500,0.6,Outlet,214500
Sports Direct,1197831,10-10-2021,South,Alabama,Birmingham,Men's Apparel,60,500,300000,135000,0.5,Outlet,150000
Sports Direct,1197831,11-10-2021,South,Alabama,Birmingham,Women's Apparel,70,750,525000,341250,0.7,Outlet,367500
Amazon,1185732,12-10-2021,South,Alabama,Birmingham,Men's Street Footwear,40,450,180000,63000,0.4,Outlet,72000
Amazon,1185732,13-10-2021,South,Alabama,Birmingham,Men's Athletic Footwear,40,250,100000,35000,0.4,Outlet,40000
Amazon,1185732,14-10-2021,South,Alabama,Birmingham,Women's Street Footwear,30,250,75000,30000,0.4,Outlet,30000
Amazon,1185732,15-10-2021,South,Alabama,Birmingham,Women's Athletic Footwear,35,100,35000,10500,0.3,Outlet,10500
Amazon,1185732,16-10-2021,Northeast,Maine,Portland,Men's Apparel,50,150,75000,18750,0.3,Outlet,22500
Amazon,1185732,17-10-2021,Northeast,Maine,Portland,Women's Apparel,40,250,100000,40000,0.4,Outlet,40000
Amazon,1185732,18-10-2021,Northeast,Maine,Portland,Men's Street Footwear,40,500,200000,70000,0.4,Outlet,80000
Amazon,1185732,19-10-2021,Northeast,Maine,Portland,Men's Athletic Footwear,40,150,60000,21000,0.4,Outlet,24000
Amazon,1185732,20-10-2021,Northeast,Maine,Portland,Women's Street Footwear,30,200,60000,24000,0.4,Outlet,24000
Amazon,1185732,21-10-2021,Northeast,Maine,Portland,Women's Athletic Footwear,35,75,26250,7875,0.3,Outlet,7875
Amazon,1185732,22-10-2021,Northeast,Maine,Portland,Men's Apparel,50,150,75000,18750,0.3,Outlet,22500
Amazon,1185732,23-10-2021,Northeast,Maine,Portland,Women's Apparel,40,250,100000,40000,0.4,Outlet,40000
Amazon,1185732,24-10-2021,Northeast,Maine,Portland,Men's Street Footwear,40,470,188000,65800,0.4,Outlet,75200
Amazon,1185732,25-10-2021,Northeast,Maine,Portland,Men's Athletic Footwear,40,175,70000,24500,0.4,Outlet,28000
Amazon,1185732,26-10-2021,Northeast,Maine,Portland,Women's Street Footwear,30,200,60000,24000,0.4,Outlet,24000
Amazon,1185732,27-10-2021,Northeast,Maine,Portland,Women's Athletic Footwear,35,50,17500,5250,0.3,Outlet,5250
Amazon,1185732,28-10-2021,Northeast,Maine,Portland,Men's Apparel,50,100,50000,12500,0.3,Outlet,15000
Amazon,1185732,29-10-2021,Northeast,Maine,Portland,Women's Apparel,40,200,80000,32000,0.4,Outlet,32000
Amazon,1185732,30-10-2021,Northeast,Maine,Portland,Men's Street Footwear,40,450,180000,63000,0.4,Outlet,72000
Amazon,1185732,31-10-2021,Northeast,Maine,Portland,Men's Athletic Footwear,40,150,60000,21000,0.4,Outlet,24000
Amazon,1185732,01-11-2021,Northeast,Maine,Portland,Women's Street Footwear,30,150,45000,18000,0.4,Outlet,18000
Amazon,1185732,02-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,35,75,26250,7875,0.3,Outlet,7875
Amazon,1185732,03-11-2021,Northeast,Maine,Portland,Men's Apparel,50,75,37500,9375,0.3,Outlet,11250
Amazon,1185732,04-11-2021,Northeast,Maine,Portland,Women's Apparel,40,225,90000,36000,0.4,Outlet,36000
Amazon,1185732,05-11-2021,Northeast,Maine,Portland,Men's Street Footwear,55,495,272250,95288,0.4,Outlet,108900
Amazon,1185732,06-11-2021,Northeast,Maine,Portland,Men's Athletic Footwear,50,200,100000,35000,0.4,Outlet,40000
Amazon,1185732,07-11-2021,Northeast,Maine,Portland,Women's Street Footwear,45,175,78750,31500,0.4,Outlet,31500
Amazon,1185732,08-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,125,56250,16875,0.3,Outlet,16875
Amazon,1185732,09-11-2021,Northeast,Maine,Portland,Men's Apparel,55,150,82500,20625,0.3,Outlet,24750
Amazon,1185732,10-11-2021,Northeast,Maine,Portland,Women's Apparel,60,275,165000,66000,0.4,Outlet,66000
Amazon,1185732,11-11-2021,Northeast,Maine,Portland,Men's Street Footwear,55,525,288750,101063,0.4,Outlet,115500
Amazon,1185732,12-11-2021,Northeast,Maine,Portland,Men's Athletic Footwear,50,275,137500,48125,0.4,Outlet,55000
Amazon,1185732,13-11-2021,Northeast,Maine,Portland,Women's Street Footwear,45,200,90000,36000,0.4,Outlet,36000
Amazon,1185732,14-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,78750,23625,0.3,Outlet,23625
Amazon,1185732,15-11-2021,Northeast,Maine,Portland,Men's Apparel,55,175,96250,24063,0.3,Outlet,28875
Amazon,1185732,16-11-2021,Northeast,Maine,Portland,Women's Apparel,60,325,195000,78000,0.4,Outlet,78000
Amazon,1185732,17-11-2021,Northeast,Maine,Portland,Men's Street Footwear,55,550,302500,105875,0.4,Outlet,121000
Amazon,1185732,18-11-2021,Northeast,Maine,Portland,Men's Athletic Footwear,50,300,150000,52500,0.4,Outlet,60000
Amazon,1185732,19-11-2021,Northeast,Maine,Portland,Women's Street Footwear,45,225,101250,40500,0.4,Outlet,40500
Amazon,1185732,20-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,78750,23625,0.3,Outlet,23625
Amazon,1185732,21-11-2021,Northeast,Maine,Portland,Men's Apparel,55,200,110000,27500,0.3,Outlet,33000
Amazon,1185732,20-12-2021,Northeast,Maine,Portland,Women's Apparel,60,375,225000,90000,0.4,Outlet,90000
Amazon,1185732,21-12-2021,Northeast,Maine,Portland,Men's Street Footwear,55,525,288750,101063,0.4,Outlet,115500
Amazon,1185732,22-12-2021,Northeast,Maine,Portland,Men's Athletic Footwear,50,300,150000,52500,0.4,Outlet,60000
Amazon,1185732,23-12-2021,Northeast,Maine,Portland,Women's Street Footwear,45,225,101250,40500,0.4,Outlet,40500
Amazon,1185732,24-12-2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,78750,23625,0.3,Outlet,23625
Amazon,1185732,25-12-2021,Northeast,Maine,Portland,Men's Apparel,55,150,82500,20625,0.3,Outlet,24750
Amazon,1185732,26-12-2021,Northeast,Maine,Portland,Women's Apparel,60,325,195000,78000,0.4,Outlet,78000
Amazon,1185732,27-12-2021,Northeast,Maine,Portland,Men's Street Footwear,55,450,247500,86625,0.4,Outlet,99000
Amazon,1185732,28-12-2021,Northeast,Maine,Portland,Men's Athletic Footwear,50,250,125000,43750,0.4,Outlet,50000
Amazon,1185732,29-12-2021,Northeast,Maine,Portland,Women's Street Footwear,45,150,67500,27000,0.4,Outlet,27000
Amazon,1185732,30-12-2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,125,56250,16875,0.3,Outlet,16875
Amazon,1185732,31-12-2021,Northeast,Maine,Portland,Men's Apparel,55,125,68750,17188,0.3,Outlet,20625
Amazon,1185732,17-09-2021,Northeast,Maine,Portland,Women's Apparel,60,225,135000,54000,0.4,Outlet,54000
Amazon,1185732,19-10-2021,Northeast,Maine,Portland,Men's Street Footwear,60,400,240000,84000,0.4,Outlet,96000
Amazon,1185732,19-10-2021,Northeast,Maine,Portland,Men's Athletic Footwear,55,225,123750,43313,0.4,Outlet,49500
Amazon,1185732,19-10-2021,Northeast,Maine,Portland,Women's Street Footwear,55,125,68750,27500,0.4,Outlet,27500
Amazon,1185732,19-10-2021,Northeast,Maine,Portland,Women's Athletic Footwear,55,100,55000,16500,0.3,Outlet,16500
Amazon,1185732,19-10-2021,Northeast,Maine,Portland,Men's Apparel,65,100,65000,16250,0.3,Outlet,19500
Amazon,1185732,19-10-2021,Northeast,Maine,Portland,Women's Apparel,70,225,157500,63000,0.4,Outlet,63000
Amazon,1185732,18-11-2021,Northeast,Maine,Portland,Men's Street Footwear,65,375,243750,85313,0.4,Outlet,97500
Amazon,1185732,18-11-2021,Northeast,Maine,Portland,Men's Athletic Footwear,55,200,110000,38500,0.4,Outlet,44000
Amazon,1185732,18-11-2021,Northeast,Maine,Portland,Women's Street Footwear,55,195,107250,42900,0.4,Outlet,42900
Amazon,1185732,18-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,55,175,96250,28875,0.3,Outlet,28875
Amazon,1185732,18-11-2021,Northeast,Maine,Portland,Men's Apparel,65,150,97500,24375,0.3,Outlet,29250
Amazon,1185732,18-11-2021,Northeast,Maine,Portland,Women's Apparel,70,250,175000,70000,0.4,Outlet,70000
Amazon,1185732,17-12-2021,Northeast,Maine,Portland,Men's Street Footwear,65,475,308750,108063,0.4,Outlet,123500
Amazon,1185732,17-12-2021,Northeast,Maine,Portland,Men's Athletic Footwear,55,275,151250,52938,0.4,Outlet,60500
Amazon,1185732,17-12-2021,Northeast,Maine,Portland,Women's Street Footwear,55,250,137500,55000,0.4,Outlet,55000
Amazon,1185732,17-12-2021,Northeast,Maine,Portland,Women's Athletic Footwear,55,200,110000,33000,0.3,Outlet,33000
Amazon,1185732,17-12-2021,Northeast,Maine,Portland,Men's Apparel,65,200,130000,32500,0.3,Outlet,39000
Amazon,1185732,17-12-2021,Northeast,Maine,Portland,Women's Apparel,70,300,210000,84000,0.4,Outlet,84000
West Gear,1128299,10-01-2021,Northeast,Maine,Portland,Men's Street Footwear,35,375,131250,32813,0.3,Outlet,39375
West Gear,1128299,10-01-2021,Northeast,Maine,Portland,Men's Athletic Footwear,45,375,168750,33750,0.2,Outlet,33750
West Gear,1128299,10-01-2021,Northeast,Maine,Portland,Women's Street Footwear,45,375,168750,42188,0.3,Outlet,50625
West Gear,1128299,10-01-2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,225,101250,25313,0.3,Outlet,30375
Amazon,1185732,24-01-2021,West,Alaska,Anchorage,Women's Apparel,55,300,165000,49500,0.3,Outlet,49500
Amazon,1185732,22-02-2021,West,Alaska,Anchorage,Men's Street Footwear,55,575,316250,110688,0.4,Outlet,126500
Amazon,1185732,22-02-2021,West,Alaska,Anchorage,Men's Athletic Footwear,55,225,123750,43313,0.4,Outlet,49500
Amazon,1185732,22-02-2021,West,Alaska,Anchorage,Women's Street Footwear,45,275,123750,30938,0.3,Outlet,37125
Amazon,1185732,22-02-2021,West,Alaska,Anchorage,Women's Athletic Footwear,50,175,87500,21875,0.3,Outlet,26250
Amazon,1185732,22-02-2021,West,Alaska,Anchorage,Men's Apparel,65,250,162500,40625,0.3,Outlet,48750
Amazon,1185732,22-02-2021,West,Alaska,Anchorage,Women's Apparel,55,350,192500,57750,0.3,Outlet,57750
Amazon,1185732,20-03-2021,West,Alaska,Anchorage,Men's Street Footwear,55,545,299750,104913,0.4,Outlet,119900
Amazon,1185732,20-03-2021,West,Alaska,Anchorage,Men's Athletic Footwear,55,250,137500,48125,0.4,Outlet,55000
Amazon,1185732,20-03-2021,West,Alaska,Anchorage,Women's Street Footwear,45,275,123750,30938,0.3,Outlet,37125
Amazon,1185732,20-03-2021,West,Alaska,Anchorage,Women's Athletic Footwear,50,125,62500,15625,0.3,Outlet,18750
Amazon,1185732,20-03-2021,West,Alaska,Anchorage,Men's Apparel,65,175,113750,28438,0.3,Outlet,34125
Amazon,1185732,20-03-2021,West,Alaska,Anchorage,Women's Apparel,55,275,151250,45375,0.3,Outlet,45375
Amazon,1185732,21-04-2021,West,Alaska,Anchorage,Men's Street Footwear,55,525,288750,101063,0.4,Outlet,115500
Amazon,1185732,21-04-2021,West,Alaska,Anchorage,Men's Athletic Footwear,55,225,123750,43313,0.4,Outlet,49500
Amazon,1185732,21-04-2021,West,Alaska,Anchorage,Women's Street Footwear,45,225,101250,25313,0.3,Outlet,30375
Amazon,1185732,21-04-2021,West,Alaska,Anchorage,Women's Athletic Footwear,50,150,75000,18750,0.3,Outlet,22500
Amazon,1185732,21-04-2021,West,Alaska,Anchorage,Men's Apparel,60,150,90000,22500,0.3,Outlet,27000
Amazon,1185732,21-04-2021,West,Alaska,Anchorage,Women's Apparel,50,300,150000,45000,0.3,Outlet,45000
Amazon,1185732,20-05-2021,West,Alaska,Anchorage,Men's Street Footwear,65,570,370500,129675,0.4,Outlet,148200
Amazon,1185732,20-05-2021,West,Alaska,Anchorage,Men's Athletic Footwear,60,275,165000,57750,0.4,Outlet,66000
Amazon,1185732,20-05-2021,West,Alaska,Anchorage,Women's Street Footwear,55,300,165000,41250,0.3,Outlet,49500
Amazon,1185732,20-05-2021,West,Alaska,Anchorage,Women's Athletic Footwear,55,250,137500,34375,0.3,Outlet,41250
Amazon,1185732,20-05-2021,West,Alaska,Anchorage,Men's Apparel,65,275,178750,44688,0.3,Outlet,53625
Amazon,1185732,20-05-2021,West,Alaska,Anchorage,Women's Apparel,70,400,280000,84000,0.3,Outlet,84000
Amazon,1185732,22-06-2021,West,Alaska,Anchorage,Men's Street Footwear,65,650,422500,147875,0.4,Outlet,169000
Amazon,1185732,22-06-2021,West,Alaska,Anchorage,Men's Athletic Footwear,60,400,240000,84000,0.4,Outlet,96000
Amazon,1185732,22-06-2021,West,Alaska,Anchorage,Women's Street Footwear,55,325,178750,44688,0.3,Outlet,53625
